Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
London Squint Clinic,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-23,"London, United Kingdom",.+44 20 7183 8339,,https://www.londonsquintclinic.com/,
The Harley Street Eye Centre,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,4.5,-45,"London, United Kingdom",· +44 20 3968 2030,,https://www.eyesat22a.com/,⋅ Opens 10 AM Mon
My-iClinic,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,4.9,-136,"London, United Kingdom",· +44 20 3011 0953,,http://www.my-iclinic.co.uk/,⋅ Opens 9 AM Mon
Oculase - The Eye Clinic | London,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,5,-36,"London, United Kingdom",· +44 330 128 1616,,https://oculase.com/?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=london+w1g+9bp,⋅ Opens 9 AM Mon
OCL Vision,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-347,"London, United Kingdom",· +44 20 3369 2020,,https://www.oclvision.com/?utm_source=gmb&utm_medium=organic,⋅ Opens 8:30 AM Mon
Oculase - The Eye Clinic | London,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-45,"London, United Kingdom",· +44 330 128 1616,,https://oculase.com/?utm_medium=organic&utm_source=google&utm_campaign=gmb&utm_content=london+sw6+4ls,⋅ Opens 9 AM Mon
Julian Stevens - Eye Surgeon,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-327,"London, United Kingdom",· +44 20 7251 4835,,http://www.julianstevens.co.uk/,⋅ Opens 9 AM Mon
Moorfields Eye Hospital,· Specialized hospital,Ophthalmology  clinics,London,United Kingdom,4,-822,"London, United Kingdom",· +44 20 7253 3411,,https://www.moorfields.nhs.uk/,⋅ Opens 9 AM Mon
Clinica London,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,4.4,-39,"London, United Kingdom",· +44 20 7935 7990,,https://www.clinicalondon.co.uk/,⋅ Opens 8:30 AM Mon
My Health and Wellbeing Clinic,· Clinic,Ophthalmology  clinics,London,United Kingdom,4.9,-115,London,· 020 7916 0029,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjon5W_m_uLAxWUkoMHHf9-NyYYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2Apqf6ru84SBDWlP72VcKX3LRRGmbxiSQ3aJsQVBorlboTJnCjt2YaAor3EALw_wcB&ohost=www.google.com&cid=CAESVeD2JB80YN_1X9RlkT_zjYJ5H_K1oUznDhgpJaUVbJnmQcrEluXYii6Qn8jkm5lBR-lj3SMOJ0pKC3LxnY62jZXRNC29WY9mLX2wEb4Y64jMvO4h0VM&sig=AOD64_2fYvIwf4C4aiDftI-sHc1QnxjgzA&q=&ctype=99&ved=2ahUKEwj08I-_m_uLAxXshP0HHVndJXs4FBCErAF6BAgxEA8&adurl=,⋅ Opens 9 AM Sun
EuroEyes LEC London,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.8,-71,"London, United Kingdom",· +44 20 3910 8970,,https://euroeyes.co.uk/,⋅ Opens 8 AM Mon
Optimal Vision Clinic,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-99,"London, United Kingdom",· +44 20 7183 3725,,https://www.optimalvision.co.uk/,⋅ Opens 9 AM Mon
Expert Eye Clinic,· Medical clinic,Ophthalmology  clinics,London,United Kingdom,4.5,-13,"London, United Kingdom",· +44 20 3404 4073,,https://expertdryeyeclinic.co.uk/,⋅ Opens 9 AM Mon
Kersley Eye Clinic,· Eye care center,Ophthalmology  clinics,London,United Kingdom,4.5,-15,"London, United Kingdom",· +44 20 3855 5553,,http://www.kersleyeyeclinic.com/,⋅ Opens 9 AM Mon
Moorfields Private Eye Centre,· Eye care center,Ophthalmology  clinics,London,United Kingdom,5,-2,"London, United Kingdom",.+44 800 328 3421,,https://www.moorfields.nhs.uk/private,
London Cataract Centre,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-9,"London, United Kingdom",· +44 20 8138 8988,,https://www.londoncataractcentre.co.uk/,⋅ Opens 9 AM Mon
London Eye Diagnostic Centre,· Medical diagnostic imaging center,Ophthalmology  clinics,London,United Kingdom,5,-5,"London, United Kingdom",· +44 20 7323 5967,,http://www.ledc.co.uk/,⋅ Opens 9 AM Mon
234 Eye Clinic,· Eye care center,Ophthalmology  clinics,London,United Kingdom,5,-1,"London, United Kingdom",· +44 20 7387 4072,,http://234eyeclinic.com/,⋅ Opens 8:30 AM Mon
The Richard Desmond Children’s Eye Centre,· Specialized hospital,Ophthalmology  clinics,London,United Kingdom,4.6,-24,"London, United Kingdom",· +44 20 7253 3411,,https://www.moorfields.nhs.uk/locations/moorfields-richard-desmond-childrens-eye-centre,⋅ Opens 7 AM Mon
Moorfields Eye Clinic - HOXTON HUB,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,3.8,-23,"London, United Kingdom",.+44 20 7253 3411,,https://www.moorfields.nhs.uk/site/moorfields-hoxton-diagnostic-hub,
London Eye Consultants,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,5,-1,"London, United Kingdom",· +44 20 3005 4545,,http://londoneyeconsultants.com/,⋅ Opens 8 AM Mon
Dry Eye Centre,· Eye care center,Ophthalmology  clinics,London,United Kingdom,4.7,-26,"London, United Kingdom",· +44 20 7636 6080,,http://www.dryeyecentre.co.uk/,⋅ Opens 9 AM Mon
London Eye Surgeon - cataract & eyelids -Dr Amynah Goawalla,· Surgeon,Ophthalmology  clinics,London,United Kingdom,5,-3,"London, United Kingdom",· +44 7533 983835,,http://www.londoneyesurgeon.uk/,⋅ Opens 9 AM Mon
Ophthalmic Surgery Centre (North London) Ltd,· Surgeon,Ophthalmology  clinics,London,United Kingdom,4.7,-3,"London, United Kingdom",.+44 20 8205 8003,,,
Ahmad Aziz,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-17,"London, United Kingdom",· +44 20 7965 7484,,http://www.ahmadaziz.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=6975284447937286618,⋅ Opens 8 AM Mon
Optegra - Cataract Surgery North London,· Ophthalmology clinic,Ophthalmology  clinics,London,United Kingdom,3.7,-48,"London, United Kingdom",· +44 800 077 3727,,https://www.optegra.com/hospitals-and-clinics/optegra-eye-hospital-north-london/?utm_source=Local&utm_campaign=google_my_business_NLD&utm_medium=Organic,⋅ Opens 7:30 AM Mon
"OCL Vision Kensington | Laser Eye Surgery, Cataract Surgery, Cornea and Vitreoretinal Surgery",· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-16,"London, United Kingdom",· +44 20 3369 2020,,https://oclvision.com/locations/west-london-kensington/,⋅ Opens 9 AM Mon
The Retina Clinic London,· Medical clinic,Ophthalmology  clinics,London,United Kingdom,4.1,-14,"London, United Kingdom",· +44 20 4548 5310,,http://www.theretinacliniclondon.com/,⋅ Opens 9 AM Mon
미서울클리닉,· Skin care clinic,Plastic surgery clinic,Seoul,South Korea,4.5,-464,376 강남대로,· 010-3118-7591,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi6prOQnfuLAxV7nYMHHSVIADAYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3whtMsuutEeJHwWo9PawZNJco_OtGgLZmJrtsFk3trU8GbJ_oD23QaAoDcEALw_wcB&ohost=www.google.com&cid=CAESVeD25ZgxxNemwDBtBfWHyt3XREOMe3JiS97Xae1raZIyzqRi0oMHHLcISnbYqSqI4r1LniTIofcQgTdRVyoTGaF0I6k-LTtU1UgOq2wvwGs3Zak4KAc&sig=AOD64_1-FyY1lThZi88x6bhW453tI5vx0Q&q=&ctype=99&ved=2ahUKEwiRqa2QnfuLAxWQhv0HHWwIItoQhKwBegQIIBAP&adurl=,⋅ Opens 11 AM Mon
Girin Plastic Surgery Korea,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.9,-865,"Seocho-dong, Seocho-daero 77-gil, 54 W타워 7층 8층",· +82 1522-9016,,https://girinlife.com/,⋅ Opens 9:30 AM
DA Plastic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.6,-407,"Teheran-ro, 125 디에이성형외과 빌딩",· +82 2-515-4600,,http://www.daprs.com/,⋅ Opens 10 AM Mon
Chiu plastic surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-561,KR 서울특별시 강남구 도산대로 110 케이비엘센터 치유성형외과 9층,,,http://en.chiups.com/,⋅ Opens 10 AM Mon
Face Plus Plastic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.7,-132,Boratr building 4F 480 강남대로 Korea,· +82 10-2602-8501,,https://faceplusclinic.com/,⋅ Opens 9 AM Mon
오늘성형외과의원,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.9,-196,596 Gangnam-daero,· +82 2-533-3313,,http://en.onulps.com/,⋅ Opens 10 AM Mon
CDU Plastic Surgery Center Korea,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.9,-140,6 Samseong-ro 145-gil,· +82 2-6925-5755,,https://cdubeauty.com/,⋅ Opens 10 AM Mon
ThankYou Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.9,-632,· +82 2-567-0900,,,http://www.thankyoups.com/,⋅ Opens 10 AM Mon
AB plastic surgery Korea,· Doctor,Plastic surgery clinic,Seoul,South Korea,4.9,-320,17 Seocho-daero 77-gil,· +82 2-512-1288,,https://abplasticsurgerykorea.com/,⋅ Opens 10 AM Mon
Edition Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.9,-55,"Gangnam-daero, 407 opus 407 building 6F",· +82 2-591-0100,,https://www.editionps.com/,⋅ Opens 10 AM Mon
View Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,-247,107 Bongeunsa-ro,,,https://www.viewplasticsurgery.com/,⋅ Opens 10 AM Mon
AND Plastic Surgery Clinic,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.8,-70,468 Gangnam-daero,· +82 2-574-9400,,http://www.andps.co.kr/,⋅ Opens 9:30 AM Mon
ID Hospital Korea,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.5,-533,"Dosan-daero, 142",· +82 2-547-0050,,http://eng.idhospital.com/,⋅ Opens 10 AM Mon
링크성형외과 | LINK Plastic Surgery | 林克整形醫院 | 林克整形外科 | リンク美容外科 | โรงพยาบาลศัลยกรรมลิงค์ | عيادة لينك للتجميل,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.9,-886,"Gangnam-daero, 478 제우빌딩 4층",· +82 2-577-8388,,https://www.linkpskorea.com/,⋅ Opens 10 AM Mon
MINE Plastic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.7,-55,813 Nonhyeon-ro,· +82 10-3476-1175,,https://mineclinic.com/,⋅ Opens 9:30 AM Mon
THE PLUS Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.9,-81,"Garosu-gil, 9 ザ•プラス美容外科 3층, 4층",· +82 2-6933-7587,,http://theplusps.com/,⋅ Opens 10 AM Mon
プムクリニック,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,-805,"Myeongdong 8ga-gil, 11 이화빌딩 5층, 6층",· +82 10-5253-3225,,http://ppeumjp.com/,⋅ Opens 11 AM
ATOP Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,-166,"KR 서울특별시 강남구 10, Gangnam-daero 94-gil, Gangnam-gu, Seoul, Republic of Korea",· +82 10-4997-0801,,https://en.atopps.com/,⋅ Opens 10 AM Mon
EYEHO Plastic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-217,"11 Nonhyeon-ro 167-gil, Sinsa-dong",· +82 2-511-1251,,http://www.eyehops.com/,⋅ Opens 10 AM Mon
프레쉬 홍닥터의원 (Fresh Dr.Hong Clinic),· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.8,-105,"KR 서울특별시 강남구 KR 서울특별시 강남구 Shinsa Hill Building, 563-17 3rd floor",· +82 10-2140-9081,,http://www.freshps.com/,⋅ Opens 10 AM Mon
PPEUM Global Clinic Myeongdong,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,(1.4K),"84 3 Namdaemun-ro, 3 5층",· +82 2-752-8887,,https://global.ppeum16.com/?utm_source=google&utm_medium=mapsweb&utm_campaign=maps,⋅ Opens 10 AM
미서울클리닉,· Skin care clinic,Plastic surgery clinic,Seoul,South Korea,4.5,-464,"강남구, 서울특별시",· 010-3118-7591,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj3--GWnfuLAxVrgoMHHeLKFw0YABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3c4SuxQZKeDeitlUVZ3kdRyrsapaqQS4Hj8hLfNd6sbzA8xziWJMoaAqKBEALw_wcB&ohost=www.google.com&cid=CAESVeD2uhcxqaiu9PL3K4_WOllnxZ5hM1iSI190RyDbo3gCrJepuNX7ezjqKzfnhmivlr0XZwEdv0epxWxhbaoXjIkRS9r2eMdjpE_OsBRQT5ZusMx32ng&sig=AOD64_0sOMeScoi3IOCjLaMVzaAoO2Fcgg&q=&ctype=99&ved=2ahUKEwjcvNyWnfuLAxXI_rsIHdCqC8w4FBCErAF6BAgcEA8&adurl=,⋅ Opens 11 AM Mon
Batang plastic surgery Korea,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-122,476 Gangnam-daero,· +82 2-517-5953,,https://www.batangps.com/,⋅ Opens 10 AM Mon
Wonjin Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.6,-221,서초4동 1306-6,· +82 2-3477-3300,,http://www.k-wonjin.co.kr/,⋅ Opens 10 AM Mon
ME CLINIC SEOUL,· Skin care clinic,Plastic surgery clinic,Seoul,South Korea,4.5,-466,376 Gangnam-daero,· +82 10-3118-7591,,https://www.meclinic.net/,⋅ Opens 11 AM Mon
Light Plastic Surgery Clinic,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.9,-73,843 Nonhyeon-ro,· +82 2-543-0300,,http://www.lightps.co.kr/,⋅ Opens 10 AM Mon
OPERA PLASTIC SURGERY,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.5,-88,"Gangnam-daero, 527 브랜드칸 7층",· +82 2-564-4300,,http://us.operasurgery.co.kr/,⋅ Opens 10 AM Mon
SNU Cosmetic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,-17,"52 Yeongjung-ro, Yeongdeungpo-gu",· +82 10-4248-8122,,http://snups.clinic/,⋅ Opens 9 AM Mon
LV plastic surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.7,-252,"Dosan-daero, 107 14층",· +82 2-540-8972,,http://www.lvprs.com/,⋅ Opens 10 AM Mon
JK Plastic Surgery Clinic,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.4,-81,"Nonhyeon-ro, 835 JK빌딩",· +82 2-777-7797,,https://www.jkplastic.com/,⋅ Opens 9:30 AM Mon
WOOA Plastic Surgery & Dermatology,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.7,-137,"Nonhyeon-ro, 825 우아성형외과",· +82 10-5537-1167,,http://www.wooaeng.com/,⋅ Opens 10 AM Mon
Seoul Guide Medical,· Medical group,Plastic surgery clinic,Seoul,South Korea,4.9,-142,"Heights Building, 151 Teheran-ro",· +82 10-5920-5546,,https://seoulguidemedical.com/,⋅ Opens 9 AM Mon
KR BEAUTY,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-298,"building 303, Sinsadong 513-2 sunghwan",· +82 10-3453-8188,,http://www.unniekr.com/,⋅ Opens 9:30 AM Mon
THE Plastic Surgery Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.8,-24,"Nonhyeon-ro, 868 6층",· +82 1644-5998,,https://www.theclinic.co.kr/,⋅ Opens 9 AM Mon
Ruby Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.8,-166,"108 Dosan-daero, 렉스타워 빌딩 9층",· +82 1661-8897,,http://www.rubypskorea.com/,⋅ Opens 10 AM Mon
JW Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,4.6,-95,553 Samseong-ro,· +82 2-541-5114,,http://www.jwbeauty.net/,⋅ Opens 9 AM Mon
DM plastic surgery Korea,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.8,-29,158 Apgujeong-ro,· +82 1899-0834,,https://dmps-en.com/,⋅ Opens 9:30 AM Mon
Naturalism Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,5,-15,논현1동 1-6,· +82 2-3444-2700,,http://www.naturalface.co.kr/,⋅ Opens 10 AM Mon
BT Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.9,-44,South Korea,· +82 2-533-7703,,https://www.btprs.co.kr/,⋅ Opens 10 AM Mon
OLO plastic surgery center,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-23,867 Nonhyeon-ro,· +82 2-542-8800,,https://www.oloplasticsurgery.com/,⋅ Opens 9:30 AM Mon
Lydian Clinic,· Plastic surgery clinic,Plastic surgery clinic,Seoul,South Korea,5,-52,"2, 4층, (주)삼신다이아몬드 836 Nonhyeon-ro",· +82 2-6959-5508,,https://www.lydianclinic.com/en/,⋅ Opens 10 AM Mon
Banobagi Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Seoul,South Korea,4.4,-205,517 Nonhyeon-ro,· +82 1588-6508,,,⋅ Opens 10 AM Mon
Yonsei La Mejor Orthopedics,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,4.7,-37,652 Gangnam-daero,· +82 2-540-1211,,http://ysgreatenos.com/,⋅ Opens 12 PM
Gangbuk Barun Orthopedic Clinic,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-1,삼양동,· +998 97 720 35 76,,http://58.62.241.120/,⋅ Opens 9 AM Mon
Danaul Neurosurgery Gwangjin Orthopedic Clinic 다나을신경외과,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-1,70 Gunja-ro,· +82 2-465-9898,,,⋅ Opens 9 AM Mon
Seoul Number One Orthopedic Clinic,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,3,-2,734-131 Songcheon-dong,,,,
프로정형외과의원 (Pro Orthopedics & Sports Medicine Clinic),· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-1,"Eonju-ro, 123 재능교육빌딩 5층",· +82 2-579-7500,,http://www.proshoulder.co.kr/,⋅ Opens 9 AM Mon
을지로정형외과의원 orthopedic clinic,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,4.1,-34,"Eulji-ro, 55 교원명동빌딩 4층",· +82 2-6925-5375,,http://ejros.net/,⋅ Opens 9 AM
아현정형외과의원 Orthopedic clinic 整形外科 骨科,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,4.5,-2,"Sinchon-ro, 270 건물 5층",· +82 2-363-7522,,https://ahorthopedic23.modoo.at/,⋅ Opens 9 AM Mon
WOORI ORTHOPEDIC CLINIC,· Specialized hospital,Orthopedic clinic,Seoul,South Korea,,,"Toegye-ro, 450 4층",· +82 10-2967-4566,,,⋅ Opens 9 AM Mon
ONU Pain Clinic / 骨科/ 神经外科/ 康复医学科 Spine and Joint Clinic,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,4.9,-19,"Eulji-ro, 51 내외빌딩 4층",· +82 2-3789-5975,,http://www.onupain.com/,⋅ Opens 9:30 AM Mon
강남챔피언정형외과의원 Gangnam Champion Orthopedic Surgery Hospital,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-3,"Geoyeo-dong, 36-1 2층 3층 4층 5층 6층",· +82 2-408-7575,,https://champion88.modoo.at/,⋅ Opens 9 AM Mon
종로광장정형외과 Orthopedics Clinic,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,3.5,-2,"Jong-ro, 223 우교빌딩 1층",· +82 2-3675-7650,,,⋅ Opens 8:30 AM Mon
Gangnam JS Hospital,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,3.7,-34,122 Dogok-ro,· +82 2-533-3600,,http://www.gnjshospital.com/,⋅ Opens 9 AM Mon
Gangnam Nanoori Spine Hospital - English-speaking Orthopedics,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,3.1,-24,731 Eonju-ro,· +82 10-2906-9722,,https://ihc.nanoori.co.kr/,⋅ Opens 9 AM Mon
연세센트럴재활의학과 Yonsei Central Physical Medicine & Rehabilitation,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-3,South Korea,· +82 2-2279-7788,,https://ysctr7788.modoo.at/,⋅ Opens 9 AM Mon
City Hall Direct Clinic,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,3.7,-12,"138 Seosomun-ro, Seosomun-dong",· +82 2-6482-2580,,http://www.gotbareun.com/,⋅ Opens 9 AM Mon
Sungmo Top Orthopedics,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,5,-3,South Korea,· +82 2-711-8538,,http://smtopos.com/,⋅ Opens 9 AM
Good Bone Pain Clinic Network Euljiro,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,3.8,-16,"파인애비뉴빌딩 B 동 2층, 4층",· +82 2-2269-0096,,http://goodbone.co.kr/,⋅ Opens 9 AM Mon
Godoil Spine & Pain Hospital,· Orthopedic surgeon,Orthopedic clinic,Seoul,South Korea,2.5,-55,505 Gangnam-daero,· +82 1577-8907,,http://www.godoil.com/,⋅ Opens 8:30 AM Mon
Bonline,· Orthopedic clinic,Orthopedic clinic,Seoul,South Korea,4.2,-5,kr타워 9층,· +82 2-562-1472,,http://www.boneline.co.kr/,⋅ Opens 10 AM Mon
Tokyo Clinic Rehabilitation Office,· Physical therapy clinic,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,5,-6,"Minato City, Tokyo, Japan",.+81 3-3446-1682,,http://www.tokyophysicaltherapy.com/,
Tokyo Physio - Elite Therapy Clinic,· Physical therapist,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,4.9,-145,"Shibuya, Tokyo, Japan",· +81 3-6712-6316,,https://www.tokyophysio.com/,⋅ Opens 7 AM
Tokyo Therapy,· Weight loss service,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,4.7,-3,"Shibuya, Tokyo, Japan",.+81 50-5318-8082,,https://tokyotherapycenter.com/,
Toritsudai Physio Care & Conditioning,· Physical therapy clinic,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,4.8,-6,"Meguro City, Tokyo, Japan",· +81 3-6421-1380,,http://physicaltherapy-exercise.com/,⋅ Opens 9 AM Mon
Dr . KAKUKO Sports Clinic,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,3.8,-36,"Shibuya, Tokyo, Japan",· +81 3-5784-1101,,http://www.dk-sc.com/,⋅ Opens 10 AM Mon
Tokyo Sports & Orthopaedic Clinic,· Specialized hospital,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,3.3,-80,"Toshima City, Tokyo, Japan",· +81 3-5980-7227,,https://tsocs.jp/,⋅ Opens 10 AM Mon
Okinawa Sports and Spinal,· Physical therapy clinic,Physical Therapy & Rehabilitation Clinic,Tokyo,Japan,5,-62,"Chatan, Okinawa, Japan",· +81 50-4560-4830,,http://www.okisportsandspinal.com/,⋅ Opens 8 AM
Tokyo Sports & Orthopaedic Clinic,· Specialized hospital,Orthopedic clinic,Tokyo,Japan,3.3,-80,"Toshima City, Tokyo, Japan",· +81 3-5980-7227,,https://tsocs.jp/,⋅ Opens 10 AM Mon
Arisugawa Orthopedic Clinic,· Orthopedic clinic,Orthopedic clinic,Tokyo,Japan,3.9,-115,"Minato City, Tokyo, Japan",· +81 3-5475-1070,,http://www.arisugawaseikeigeka.com/,⋅ Opens 9 AM Mon
Azabu Orthopedic Clinic,· Orthopedic surgeon,Orthopedic clinic,Tokyo,Japan,4.1,-78,"Minato City, Tokyo, Japan",· +81 3-5765-2020,,https://azabu-seikei.com/,⋅ Opens 9 AM Mon
Tokyo Medical And Surgical Clinic English speaking,· Medical clinic,Orthopedic clinic,Tokyo,Japan,4.1,-175,"Minato City, Tokyo, Japan",· +81 3-3436-3028,,http://tmsc.jp/jp/,⋅ Opens 9 AM Mon
Dr . KAKUKO Sports Clinic,· Medical clinic,Orthopedic clinic,Tokyo,Japan,3.8,-36,"Shibuya, Tokyo, Japan",· +81 3-5784-1101,,http://www.dk-sc.com/,⋅ Opens 10 AM Mon
Tobita Orthopedic Clinic,· Medical clinic,Orthopedic clinic,Tokyo,Japan,3.6,-79,"Shinjuku City, Tokyo, Japan",· +81 3-3235-5050,,http://www.tobitaseikei.com/,⋅ Opens 8:40 AM Mon
Tokyo Hip Joint Clinic,· Orthopedic clinic,Orthopedic clinic,Tokyo,Japan,4.7,-40,"Chiyoda City, Tokyo, Japan",· +81 3-5931-8700,,https://www.tokyo-hip-joint.clinic/?utm_source=google&utm_medium=maps,⋅ Opens 9 AM Tue
The University of Tokyo Medical School Hospital,· University hospital,Orthopedic clinic,Tokyo,Japan,3.4,-570,"Bunkyo City, Tokyo, Japan",.+81 3-3815-5411,,http://www.h.u-tokyo.ac.jp/,
Tokyo Knee Osteoarthritis Clinic,· Orthopedic clinic,Orthopedic clinic,Tokyo,Japan,4.5,-185,"Shinjuku City, Tokyo, Japan",· +81 120-013-173,,https://www.knee-shinjuku.com/?utm_source=mybusiness&utm_medium=organic,⋅ Opens 9 AM
Ashinosenmon Tokyo Podiatry Clinic,· Medical clinic,Orthopedic clinic,Tokyo,Japan,4.6,-18,"Minato City, Tokyo, Japan",· +81 3-6875-2970,,http://tokyopodiatry.jp/,⋅ Opens 10 AM
Okutsu Orthopedic Surgeon Clinic,· Orthopedic surgeon,Orthopedic clinic,Tokyo,Japan,4.6,-14,"Minato City, Tokyo, Japan",.+81 3-5420-0920,,http://www.okutsuclinic.ecnet.jp/,
TCB Tokyo Central Beauty clinic Shinjyuku Higashiguchi clinic,· Orthopedic clinic,Orthopedic clinic,Tokyo,Japan,4.3,(2.3K),"Shinjuku City, Tokyo, Japan",· +81 120-197-242,,https://aoki-tsuyoshi.com/clinic/shinjuku/shinjuku_higashiguchi?utm_source=GMB&utm_medium=top&utm_campaign=SJhigashiguchi&argument=6PUsEFyF&dmai=GMB_0001,⋅ Opens 9 AM
Grand Joi Clinic,· Dermatologist,Dermatology clinics,Osaka,Japan,4.8,-220,"Osaka, Japan",· +81 120-242-390,,https://grandjoy.jp/,⋅ Opens 10 AM
Shinsaibashifemi Clinic,· Dermatologist,Dermatology clinics,Osaka,Japan,4.7,-378,"Osaka, Japan",· +81 120-388-818,,https://femmy.osaka.jp/?utm_source=googlemybusiness&utm_medium=cpv&utm_campaign=shinsaibashi&argument=LYdNqTZv&dmai=a5c59a1406b5d8,⋅ Opens 11 AM
Chayamachi Dermatology Clinic,· Dermatologist,Dermatology clinics,Osaka,Japan,4.6,-228,"Osaka, Japan",· +81 6-6371-5500,,http://www.umeda-clinic.jp/index.html,⋅ Opens 11 AM
