Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
Gastroenterologie Berlin Nord | Dr. med. Cordula Bartel-Kowalski,· Gastroenterologist,Ent clinics,Berlin, Germany,4.3,-93,Backnanger Str. 17-18,· +49 30 40533308,Closed,https://www.gastropraxis-berlin-nord.de/,⋅ Opens 9 AM Mon
Herr Dr. med. Marc Karliova,· Gastroenterologist,Ent clinics,Berlin, Germany,4.5,-31,Friedrichstraße 147,· +49 30 2061130,Closed,https://medizin-im-zentrum.de/karliova/,⋅ Opens 8 AM Mon
Praxis für Gastroenterologie am Gendarmenmarkt,· Gastroenterologist,Ent clinics,Berlin, Germany,3.8,-129,Taubenstraße 20,· +49 30 20607741,Closed,https://www.inneremedizin.berlin/,⋅ Opens 8:30 AM Mon
Privatpraxis für Gastroenterologie und Innere Medizin in den CityPraxen Berlin,· Gastroenterologist,Ent clinics,Berlin, Germany,4.4,-27,Friedrichstraße 180,· +49 30 886226403,Closed,https://www.gastroenterologie-berlin-mitte.de/,⋅ Opens 9 AM Mon
Dr. med. Christian A. Leinhos,· Internist,Ent clinics,Berlin, Germany,4.4,-119,Kurfürstendamm 183,· +49 30 3427664,Closed,http://www.drleinhos.com/,⋅ Opens 8 AM Mon
Gastroenterologie Friedenau,· Gastroenterologist,Ent clinics,Berlin, Germany,4.5,-32,Rheinstraße 2/3,· +49 30 85750088,Closed,https://www.medberlin.de/kontakt/,⋅ Opens 10 AM Mon
Dr. med. Ulrich Finger & Dr. med. Maren White,· Gastroenterologist,Ent clinics,Berlin, Germany,3,-172,Brandenburgische Str. 42,· +49 30 8900980,Closed,http://www.finger-weiss.de/,⋅ Opens 9 AM Mon
Dr. med. Thomas Brunk,· Gastroenterologist,Ent clinics,Berlin, Germany,5,-18,Ansbacher Str. 13,· +49 30 21005720,Closed,https://gastroenterologie-brunk.de/,⋅ Opens 8 AM Mon
Mr. Dariusz Wojciechowski,· Gastroenterologist,Ent clinics,Berlin, Germany,4.6,-107,Nienhagener Str. 5,· +49 30 96204207,Closed,http://www.gastro-hohenschoenhausen.de/,⋅ Opens 8 AM Mon
ATOS MVZ Kantpraxis Berlin,· Gastroenterologist,Ent clinics,Berlin, Germany,3.8,-206,Kurfürstendamm 42,· +49 30 88714460,Closed,https://www.kantpraxis.de/,⋅ Opens 8 AM Mon
Dr. med. Christoph Janiszewski,· Gastroenterologist,Ent clinics,Berlin, Germany,4,-69,Breite Str. 47,· +49 30 29772050,Closed,https://www.gastropraxis-spandau.de/,⋅ Opens 9 AM Mon
Dr. med. Cuno Theobald,· Gastroenterologist,Ent clinics,Berlin, Germany,5,-3,Marburger Str. 12-13,.+49 30 20917983,,,
"Klinik für Innere Medizin – Gastroenterologie, Hämatologie und Onkologie, Nephrologie | DRK Kliniken Berlin Köpenick",· Gastroenterologist,Ent clinics,Berlin, Germany,4.4,-21,Salvador-Allende-Straße 2-8,· +49 30 30353319,Open 24 hours,https://www.drk-kliniken-berlin.de/gastroenterologie-koepenick,
angioclinic city lounge,· Specialised Hospital,Ent clinics,Berlin, Germany,4,-8,160 Friedrichstraße,030 212223390,35 Otternbuchtstraße,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwit6fKj__qLAxWDlYMHHeuRF9sYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3ROpgf3TNH6fA0NtML8ftEQd_WuUmnYVkaQcJ5T0ZVtA6GddAqjckaAsoJEALw_wcB&ohost=www.google.com&cid=CAESVeD2H8ekyUzIc2zuQ0ofixtjqYsOdwS1zwrRO65QpCnJOuxTSHmbZ51VrHrPpVy2NBmPzdgvEXMyitOyA-DL3mZZF-8ehaESohEDaLwrpDQX7ReDIa8&sig=AOD64_1JxQIcZNMDsSmLIRd80rVEcJEMdA&q=&ctype=99&ved=2ahUKEwiJx-2j__qLAxXmgv0HHW2DIE84FBCErAF6BAgcEA4&adurl=,
MVZ des Ev. Waldkrankenhauses -Gastroenterologisches Zentrum - Dr. med. Hannes Schenk Frau Nicole Neveling,· Gastroenterologist,Ent clinics,Berlin, Germany,3.3,-99,Seeburger Str. 9,· +49 30 42206830300,Closed,https://www.johannesstift-diakonie.de/medizinische-versorgung/mvz-evangelisches-waldkrankenhaus/gastroenterologie-innere-medizin,⋅ Opens 8 AM Mon
Herr Dr. med. Keno Wolbergs,· Gastroenterologist,Ent clinics,Berlin, Germany,3.5,-40,Alt-Moabit 101B,· +49 30 4621038,Closed,https://gastroenterologie-spreebogen.de/arzte/,⋅ Opens 8 AM Mon
MEOCLINIC - Privatpraxen und Privatklinik in Berlin Mitte,· Private hospital,Ent clinics,Berlin, Germany,3.8,-249,Friedrichstraße 71,· +49 30 20944000,Closed,https://www.meoclinic.de/,⋅ Opens 8 AM Mon
Herr Prof. Dr. med. Jürgen Hochberger,· Gastroenterologist,Ent clinics,Berlin, Germany,5,-1,Landsberger Allee 49,.+49 30 130231388,,https://www.vivantes.de/klinikum-im-friedrichshain/fachbereiche/kliniken/innere-medizin-gastroenterologie/unser-team,
"Charité – Universitätsmedizin Berlin Medizinische Klinik - Gastroenterologie, Hepatologie, Endokrinologie",· Medical clinic,Ent clinics,Berlin, Germany,5,-3,Sauerbruchweg 3,.+49 30 45050,,https://hepatologie-gastroenterologie.charite.de/,
Herr Dr. med. Peer van Heteren,· Gastroenterologist,Ent clinics,Berlin, Germany,5,-2,Matthiasstraße 7,· +49 30 544491100,Closed,https://gastroenterologie-friedrichshain.de/dr-peer-van-heteren/,⋅ Opens 8 AM Mon
Dr. Jens Meyer protologie,· Medical clinic,Ent clinics,Berlin, Germany,3.8,-80,Koloniestraße 21,· +49 30 4937035,Closed,http://www.gastropraxis-berlin-mitte.de/,⋅ Opens 7:30 AM Mon
Dr. Peter Armerding,· Gastroenterologist,Ent clinics,Berlin, Germany,5,-2,Innsbrucker Str. 58,· +49 30 78713073,Closed,https://gastroenterologen-in-berlin.de/Gastroenterologen-Armerding/,⋅ Opens 7:30 AM Mon
proktologen berlin,· Proctologist,Ent clinics,Berlin, Germany,5,-14,Kaiser-Wilhelm-Straße 24-26,· +49 30 76886633,Closed,http://www.proktologen.berlin/,⋅ Opens 9 AM Mon
Medizinische Klinik mit Schwerpunkt Hepatologie und Gastroenterologie | Campus Charité Mitte,· Medical clinic,Ent clinics,Berlin, Germany,3.3,-14,Sauerbruchweg 3,.+49 30 45050,,https://hepatologie-gastroenterologie.charite.de/,
"DRK Kliniken Berlin | Westend, gastroenterology",· Gastroenterologist,Ent clinics,Berlin, Germany,3.2,-22,Spandauer Damm 130,· +49 30 30354355,Closed,https://www.drk-kliniken-berlin.de/gastroenterologie-westend,⋅ Opens 9 AM Mon
Caritas-Klinik Maria Heimsuchung Berlin-Pankow,· Medical clinic,Ent clinics,Berlin, Germany,3.9,-536,Breite Str. 46/47,· +49 30 475170,Open 24 hours,https://www.caritas-gesundheit.de/kliniken/caritas-klinik-maria-heimsuchung?utm_source=yext&utm_medium=organisch&utm_campaign=website,
"Praxis Dr Verena Schick, Dr Cathrin Wesenberg",· Gastroenterologist,Ent clinics,Berlin, Germany,4.1,-87,Schönhauser Allee 129,· +49 30 4481322,Closed,http://www.schick-wesenberg.de/,⋅ Opens 9 AM Mon
Dr. med. Ulrich Kleinau,· Gastroenterologist,Ent clinics,Berlin, Germany,4.1,-14,Spandauer Damm 253A,· +49 1522 4444245,Closed,http://www.drkleinau.de/,⋅ Opens 8 AM Mon
MVZ Chirurgicum Berlin GmbH,· Surgeon,Ent clinics,Berlin, Germany,4.7,-261,Emser Pl. 2,· +49 30 8649660,Closed,https://www.chirurgicum-berlin.de/,⋅ Opens 9 AM Mon
Caritas-Klinik Dominikus Berlin-Reinickendorf,· Medical clinic,Ent clinics,Berlin, Germany,3.3,-262,Kurhausstraße 30,· +49 30 40920,Open 24 hours,https://www.caritas-gesundheit.de/kliniken/caritas-klinik-dominikus?utm_source=yext&utm_medium=organisch&utm_campaign=website,
Spezialpraxis für Gastroenterologie Dr. med. Thomas Brunk,· Doctor,Ent clinics,Berlin, Germany,3.4,-5,Ansbacher Str. 13,.+49 30 21005720,,http://gastroenterologie-brunk.de/,
Vilua Vitartis Service GmbH,Pharmaceutical company,Ent clinics,Berlin, Germany,4,-8,35 Otternbuchtstraße,⋅ Opens 8 AM Mon,· Specialised Hospital,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwivwpin__qLAxUIqIMHHcMbNzsYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2p8YHrL7j0Lk6Xfv9bZPa28og1mnHKwCNdnNTLACkXv3IGSFEDcE0aAvenEALw_wcB&ohost=www.google.com&cid=CAESVeD2FwDMmMKP9T6JLlbDEZEBusGV6-ebC09kXZmdWal1WVFn2r2PBOL7O_hmIWID4w0TiZo-DWsDyu0gsayPQvZFHhjzP9R-d0lAVrdOcS_ef1AhVVs&sig=AOD64_3arsy4V-5xpOa1a2h5hpGmWOx9KA&q=&ctype=99&ved=2ahUKEwiX-5Kn__qLAxWc_7sIHem1IOI4KBCErAF6BAgeEAo&adurl=,Closed
proctology.berlin,· Proctologist,Ent clinics,Berlin, Germany,5,-7,Clayallee 225,· +49 30 76886633,Closed,https://www.proktologen.berlin/,⋅ Opens 9 AM Mon
Proktologische Praxis Zrino Anton Nakic & Dr. Anais Kohsow,· Proctologist,Ent clinics,Berlin, Germany,4.1,-99,Taubenstraße 20,· +49 30 20607731,Closed,http://www.proktologie-in-berlin.de/,⋅ Opens 7:30 AM Mon
Vivantes Klinikum Am Urban - Gastroenterologie,· Hospital department,Ent clinics,Berlin, Germany,4,-1,Dieffenbachstraße 1,.+49 30 69725200,,,
Dr. med. Sabri Karaca,· Gastroenterologist,Ent clinics,Berlin, Germany,3.2,-93,Bergmannstraße 5,· +49 30 6123721,Closed,https://www.gastro-praxis-berlin.de/,⋅ Opens 8 AM Mon
Dirk Lampe,· Internist,Ent clinics,Berlin, Germany,3.9,-83,Rheinstraße 2,· +49 30 85750088,Closed,https://www.medberlin.de/,⋅ Opens 10 AM Mon
Dr. med. Michael Mroß,· Doctor,Ent clinics,Berlin, Germany,3.4,-90,Ehrenfelsstraße 47,· +49 30 5293310,Closed,http://gastroenterologie-brunk.de/,⋅ Opens 8 AM Mon
Medizinische Klinik I mit Zentraler Endoskopie | St. Joseph Krankenhaus,· Hospital department,Ent clinics,Berlin, Germany,5,-2,Wüsthoffstraße 15,.+49 30 78822215,,https://www.sjk.de/kliniken/medizinische-klinik-i-mit-zentraler-endoskopie.html,
policum. Friedenau - Sanecum Gruppe,· Gastroenterologist,Ent clinics,Berlin, Germany,4.5,-247,Rubensstraße 119,· +49 30 7201100,Closed,https://policum.berlin/medizinische-einrichtungen/policum-berlin-friedenau,⋅ Opens 8 AM Mon
Dr. med. Roland Scherer,· Gastrointestinal surgeon,Ent clinics,Berlin, Germany,3.6,-8,Argentinische Allee 40,.+49 30 81810151,,https://www.krankenhaus-waldfriede.de/medizin-und-pflege/zentrum-fur-darm-und-beckenbodenchirurgie,
Sana Klinikum Lichtenberg,· Gastroenterologist,Ent clinics,Berlin, Germany,3,(1.2K),Fanningerstraße 32,· +49 30 55180,Open 24 hours,https://www.sana.de/berlin,
Hernienzentrum.Berlin,· Surgeon,Ent clinics,Berlin, Germany,4.6,-13,Kaiser-Wilhelm-Straße 24-26,· +49 30 76886633,Closed,http://www.hernienzentrum.berlin/,⋅ Opens 9 AM Mon
Klinik für Innere Medizin – Gastroenterologie | Vivantes Klinikum im Friedrichshain,· Hospital department,Ent clinics,Berlin, Germany,4.3,-6,"Klinikum Friedrichshain, Landsberger Allee 49",.+49 30 130231388,,,
Zentrale Endoskopie | St. Joseph Krankenhaus,· Hospital department,Ent clinics,Berlin, Germany,5,-3,Wüsthoffstraße 15,· +49 30 78822436,Closed,https://www.sjk.de/patienten/medizinische-dienstleistungen/zentrale-endoskopie.html,⋅ Opens 8 AM Mon
angioclinic city lounge,· Specialised Hospital,Ent clinics,Berlin, Germany,4,-8,160 Friedrichstraße,030 212223390,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwijhY6r__qLAxXDl4MHHXzlHTUYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI16Hpompn2MsTycuOvAEUMKNMT2ysyoh4TKM1MU_bnFJcs6N-JhCZ4aAuQHEALw_wcB&ohost=www.google.com&cid=CAESVeD24w12EULG7G5uHsu6gmwqQc6x09hMGGa9JqoPmM1_TZxHiaQJAmXxFJyQiRJ6sz-eTLcK-DYf77qVGeHofrPXuL-zSn5Z9oqJ-ZFidDFa-1klMXc&sig=AOD64_0O7ddwgs6SljciGo89X-y92nkUvQ&q=&ctype=99&ved=2ahUKEwi1uYir__qLAxUrg_0HHVTENgs4PBCErAF6BAgMEA4&adurl=,
Ärztehaus Mitte,· Doctor,Urology  clinics,Berlin, Germany,3.8,-161,1 In den Ministergärten,· 030 2123436400,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjnpsSqgfuLAxWPhIMHHUwHEQEYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0vzGksbf32MjDuSJHP6JtAIk26J6hruYskC-fJzwqjB76Yy6Qagp0aAuCTEALw_wcB&ohost=www.google.com&cid=CAESVeD2_MzchTVIUi2tp36TYAB8nAnQQEzriOcIwl62JSP2Lg2uBH6ZHfDUWc5JuXZrpMAPUpggSEL-fSeAjK3yVwzpXDWcWbcjK_tAGQatcZRVnOz9EyQ&sig=AOD64_1Nxu10mKVM1CvC2aAbFbdu3uU0Ug&q=&ctype=99&ved=2ahUKEwjgkb6qgfuLAxU8nf0HHSc0A_UQhKwBegQIGhAP&adurl=,⋅ Opens 9 AM Mon
Urological Praxis Dr. med. Christian Herzig,· Urologist,Urology  clinics,Berlin, Germany,4.9,-252,Bundesallee 213-214,· +49 30 2110383,Closed,https://www.praxis-dr-herzig.de/,⋅ Opens 8 AM Mon
uroxx vasectomy Center Berlin GmbH,· Urologist,Urology  clinics,Berlin, Germany,4.6,-91,Landsberger Allee 44,· +49 30 120535150,Closed,https://vasektomie.berlin/,⋅ Opens 8 AM Mon
Francis Hospital Berlin Department of Urology,· Urology clinic,Urology  clinics,Berlin, Germany,3.8,-23,Budapester Str. 15,· +49 30 26383801,Open 24 hours,https://www.franziskus-berlin.de/de/kliniken/klinik-fuer-urologie.html,
Guennadi Iankovski - Urologie & Gesundheitskonzept,· Urology clinic,Urology  clinics,Berlin, Germany,4.6,-224,Flughafenstraße 72,· +49 30 68235129,Closed,https://uro-gesund-konzept.de/ich%20m%C3%B6chte%20ein%20termin%20machen,⋅ Opens 8:30 AM Mon
Urologische Gemeinschaftspraxis,· Urology clinic,Urology  clinics,Berlin, Germany,3.2,-10,Albulaweg 27,· +49 30 7416666,Closed,http://www.uroberlin.de/,⋅ Opens 8:30 AM Mon
Dr. med. Markus Sachs,· Urologist,Urology  clinics,Berlin, Germany,4.7,-52,Novalisstraße 10,· +49 30 30872793,Closed,http://www.urologie-berlin-mitte.de/,⋅ Opens 8 AM Mon
Urologie Berlin-Adlershof,· Urologist,Urology  clinics,Berlin, Germany,4.7,-91,Konrad-Zuse-Straße 6,· +49 30 32898238,Closed,https://urologie-berlin-adlershof.de/,⋅ Opens 8 AM Mon
ProUro,· Urology clinic,Urology  clinics,Berlin, Germany,5,-1,Friedrichstraße 71,· +49 30 20944000,Closed,http://www.prouro.de/,⋅ Opens 9 AM Mon
Prof. Dr. med. Manfred Beer,· Urologist,Urology  clinics,Berlin, Germany,3,-4,Friedrichstraße 71,· +49 30 20944000,Closed,https://www.meoclinic.de/fachaerzte/manfred-beer/,⋅ Opens 9 AM Wed
VasoBerlin,· Urology clinic,Urology  clinics,Berlin, Germany,5,-14,Albulaweg 27,· +49 30 7416666,Closed,https://vasoberlin.de/,⋅ Opens 8:30 AM Mon
Dr. Henriette Kessler,· Urologist,Urology  clinics,Berlin, Germany,4.6,-50,Frankfurter Allee 131,· +49 30 5592642,Closed,http://www.urologisch-lichtenberg.de/,⋅ Opens 9 AM Mon
urologie citywest,· Urology clinic,Urology  clinics,Berlin, Germany,5,-1,Joachim-Friedrich-Straße 16,· +49 30 8915025,Closed,http://www.urologie-drchristoph.de/,⋅ Opens 8 AM Mon
Urologie | Helios Klinikum Berlin-Buch,· Urology clinic,Urology  clinics,Berlin, Germany,4.1,-11,Schwanebecker Ch 50,· +49 30 940152500,Closed,https://www.helios-gesundheit.de/standorte-angebote/kliniken/berlin-buch/leistungen/fachbereiche/urologie/,⋅ Opens 7:45 AM Mon
Dr. med. Naseem Siddiqyar,· Urologist,Urology  clinics,Berlin, Germany,4.3,-93,Bismarckstraße 23,· +49 30 3423038,Closed,http://www.doctolib.de/urologie/finsterwalde/john-buckendahl?pid=practice-159239&utm_campaign=google-maps&utm_content=finsterwalde&utm_medium=organic&utm_source=google&utm_term=urologie,⋅ Opens 9 AM Mon
Dr. med. Katja Stier Specialist in Urology,· Urologist,Urology  clinics,Berlin, Germany,4.6,-75,Clayallee 345,· +49 30 8018677,Closed,http://www.urologie-zehlendorf.de/,⋅ Opens 8 AM Mon
Dr. med. Reimar Domnitz,· Urologist,Urology  clinics,Berlin, Germany,4.3,-95,Landsberger Allee 44,· +49 30 120535150,Closed,http://www.urologe-friedrichshain.de/,⋅ Opens 8 AM Mon
Urologische Praxis Eid Faragallah,· Urologist,Urology  clinics,Berlin, Germany,3.5,-285,Karl-Marx-Straße 80,· +49 30 6866504,Closed,http://urologie-neukoelln.de/,⋅ Opens 8 AM Mon
Dr. Aref El-Seweifi,· Urologist,Urology  clinics,Berlin, Germany,4.3,-92,Teltower Damm 35,· +49 30 50579324,Closed,https://vorzeitiger-samenerguss.expert/,⋅ Opens 4 PM Wed
Ärztehaus Mitte,· Doctor,Urology  clinics,Berlin, Germany,3.8,-161,1 In den Ministergärten,· 030 2123436400,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwie94u2gfuLAxU8loMHHdBJADQYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3m9WR8iJiVlt4njVGQWrytVieiIT45Kwv0biLq06kaCayMLNnPb2caAg8BEALw_wcB&ohost=www.google.com&cid=CAESVeD2D2hr228xw26Vq6GaCvJEfwTl1sQj3dD_91QgRcAAz9bpAa7uZx1sYUX5nsmnjGL3gJJIiBFfaBdnfdzdXBYVq8xeEIEMoIWMkcvfawr0MDQilO0&sig=AOD64_11D5_N1zdqWZL4bDlvQQLaTaprww&q=&ctype=99&ved=2ahUKEwikooa2gfuLAxWsgP0HHVzwHec4FBCErAF6BAgbEA8&adurl=,⋅ Opens 9 AM Mon
Roman Reunkoff Consultant Urologist F.E.B.U.,· Urologist,Urology  clinics,Berlin, Germany,4.1,-74,Wartburgstr. 19,· +49 30 7815885,Closed,http://www.xn--urologe-schneberg-9zb.de/,⋅ Opens 9 AM Mon
"Urologie am Kaiserdamm, Dr. El-Khadra & Georg Weiß",· Urologist,Urology  clinics,Berlin, Germany,3.6,-57,Kaiserdamm 12,· +49 30 3211176,Closed,http://www.urologie-kaiserdamm.de/,⋅ Opens 8:30 AM Mon
KEH Abteilung für Urologie,· Urology clinic,Urology  clinics,Berlin, Germany,4.3,-11,Herzbergstraße 79,· +49 30 54724601,Open 24 hours,https://www.keh-berlin.de/de/urologie,
Klinik für Urologie | Vivantes Klinikum Am Urban,· Urology clinic,Urology  clinics,Berlin, Germany,3.1,-34,Dieffenbachstraße 1,· +49 30 130226301,Closed,https://www.vivantes.de/klinikum-am-urban/urologie,⋅ Opens 9 AM Wed
EXPERTMEDICAL (Privatpraxis),· Urology clinic,Urology  clinics,Berlin, Germany,4.1,-48,"Homburger Straße, Praxis Eingang ist an der Ecke Spessartstrasse, Spessartstraße 16/ Ecke",· +49 30 81050940,Closed,https://www.expertmedical.berlin/,⋅ Opens 9 AM Mon
Urologie Turmstraße MVZ GmbH,· Urologist,Urology  clinics,Berlin, Germany,3.2,-180,Turmstr. 32,· +49 30 3911504,Closed,http://www.urologie-turmstrasse.de/,⋅ Opens 8 AM Mon
Houssam Hegazy Facharzt für Urologie,· Urology clinic,Urology  clinics,Berlin, Germany,4.6,-9,Königin-Elisabeth-Straße 1,,Closed,,⋅ Opens 8 AM Mon
Priv.-Doz. Dr. med. Hannes Cash,· Urologist,Urology  clinics,Berlin, Germany,4.2,-40,Hardenbergstraße 8,· +49 30 3133070,Closed,http://www.berliner-urologie.de/,⋅ Opens 8 AM Mon
Herr Dr. med. Daniel Grell,· Urologist,Urology  clinics,Berlin, Germany,4.7,-65,Landsberger Allee 44,· +49 30 42108925,Closed,https://urologie-grell.de/,⋅ Opens 8 AM Mon
Urologisches Zentrum Zehlendorf,· Urologist,Urology  clinics,Berlin, Germany,5,-8,Clayallee 225a,· +49 30 77007890,Closed,https://www.uro-zentrum-zehlendorf.de/,⋅ Opens 9 AM Mon
Klinik für Urologie und Neuro-Urologie | BG Klinikum Unfallkrankenhaus Berlin,· Urology clinic,Urology  clinics,Berlin, Germany,3.6,-22,Warener Str. 7,· +49 30 56813301,Closed,https://www.bg-kliniken.de/unfallkrankenhaus-berlin/fachbereiche/detail/urologie/,⋅ Opens 9 AM Tue
Herr Dr. med. Roland Hardung,· Urologist,Urology  clinics,Berlin, Germany,4.4,-74,Wilmersdorfer Str. 62,· +49 30 3130133,Closed,http://dr-hardung.de/,⋅ Opens 9 AM Mon
Priv.-Doz. Dr. Heiner van Randenborgh,· Urologist,Urology  clinics,Berlin, Germany,4.7,-12,Clayallee 225A,,Closed,http://www.doctolib.de/urologie/berlin/heiner-pd-dr-van-randenborgh?utm_campaign=google-maps&utm_content=berlin&utm_medium=organic&utm_source=google&utm_term=urologie,⋅ Opens 9 AM Mon
Klinik für Urologie | Alexianer St. Hedwig-Krankenhaus,· Urology clinic,Urology  clinics,Berlin, Germany,5,-1,Große Hamburger Str. 5-11,#ERROR!,,https://www.alexianer-berlin-hedwigkliniken.de/st-hedwig-krankenhaus/leistungen/kliniken/urologie,
"Dres. ATURO Urologische Praxis Schröder, König, Böhmer",· Urologist,Urology  clinics,Berlin, Germany,3.8,-24,Mecklenburgische Str. 27,· +49 30 88663500,Closed,http://www.aturo.berlin/,⋅ Opens 9 AM Mon
"ATURO - Fachärzte für Urologie, Andrologie u. Allgemeinmedizin",· Urologist,Urology  clinics,Berlin, Germany,3.8,-104,Mecklenburgische Str. 27,· +49 30 88663500,Closed,https://www.aturo.berlin/,⋅ Opens 9 AM Mon
Urologische Praxis Aref Elseweifi,· Urologist,Urology  clinics,Berlin, Germany,2.9,-132,Karl-Marx-Straße 88,· +49 30 23937904,Closed,http://www.masculine.de/,⋅ Opens 10 AM Mon
Klinik für Urologie | Vivantes Auguste-Viktoria-Klinikum,· Urology clinic,Urology  clinics,Berlin, Germany,3.6,-32,Rubensstraße 125,· +49 30 130202541,Open 24 hours,https://www.vivantes.de/auguste-viktoria-klinikum/urologie/,
Dr. med. Roya Nabavi,· Urologist,Urology  clinics,Berlin, Germany,4.1,-78,Hauptstraße 131,· +49 30 7846463,Closed,http://www.nabavi.de/,⋅ Opens 9 AM Mon
Thomas Bartelheimer,· Urologist,Urology  clinics,Berlin, Germany,4.3,-37,Kurfürstendamm 139,· +49 30 8932413,Closed,http://www.urologie-am-kurfuerstendamm.de/,⋅ Opens 2:30 PM Mon
Ärztehaus Mitte,· Doctor,Urology  clinics,Berlin, Germany,3.8,-161,1 In den Ministergärten,· 030 2123436400,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjJr7G5gfuLAxUckoMHHZdeOLQYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1Nv3AKeVul38wWFrZiBfq-HmePJqr91ccY6GJoCa7FKPWf8TlOuZ8aAqEQEALw_wcB&ohost=www.google.com&cid=CAESVeD2zG9ZxJoSJWcgmqjkL0AZU0NOjZaY9mVwbtvqhPMrL6iyC5GVt0S_4hnWoyclUpVfbhe6OgFgxzluBdENdA8C1dQruXXmTxvzPXq8wHdNSYTGkL4&sig=AOD64_0KHLKlKtbJkagElF0snyX_exffKA&q=&ctype=99&ved=2ahUKEwiM_qu5gfuLAxXmhP0HHZVZAtY4KBCErAF6BAgeEA8&adurl=,⋅ Opens 9 AM Mon
Klinik für Urologie | Vivantes Humboldt-Klinikum,· Urology clinic,Urology  clinics,Berlin, Germany,4,-28,Am Nordgraben 2,· +49 30 130121291,Open 24 hours,https://www.vivantes.de/humboldt-klinikum/urologie,
Dr. med. Axel von Manitius,· Urologist,Urology  clinics,Berlin, Germany,4.6,-40,Rankestraße 2,· +49 30 26107020,Closed,https://www.uroteam.berlin/,⋅ Opens 9 AM Mon
Dr. med. Christian Klopf,· Urologist,Urology  clinics,Berlin, Germany,5,-18,Große Hamburger Str. 5-11,· +49 30 23112633,Closed,https://www.alexianer-berlin-hedwigkliniken.de/sthedwig-krankenhaus/leistungen/kliniken/urologie,⋅ Opens 8 AM Mon
Interdisziplinäres Beckenbodenzentrum,· Medical clinic,Urology  clinics,Berlin, Germany,4.7,-15,Tauentzienstraße 1,#ERROR!,,http://www.ibbzentrum.de/,
Dr. Albrecht Kastein,· Urologist,Urology  clinics,Berlin, Germany,4.2,-11,Clayallee 225 A,,Closed,http://www.doctolib.de/urologie/berlin/albrecht-dr-kastein?utm_campaign=google-maps&utm_content=berlin&utm_medium=organic&utm_source=google&utm_term=urologie,⋅ Opens 9 AM Mon
Klinik für Urologie | Charité Campus Benjamin Franklin,· Urology clinic,Urology  clinics,Berlin, Germany,3,-8,Hindenburgdamm 30,· +49 30 450515515,Open 24 hours,https://urologie.charite.de/,
Prof. Dr. med. Frank Christoph,· Urologist,Urology  clinics,Berlin, Germany,3.9,-37,Joachim-Friedrich-Straße 16,· +49 30 8915025,Closed,https://www.urologie-drchristoph.de/unser-team/prof-dr-med-frank-christoph/,⋅ Opens 8 AM Mon
Dr. med. Christian Andersen,· Urologist,Urology  clinics,Berlin, Germany,3.2,-36,Oranienburger Str. 69,· +49 30 28386927,Closed,http://www.urologie-andersen.de/,⋅ Opens 9 AM Mon
"Dr.med. Ivan Hoffmann, FA für Urologie, Andrologie",· Urologist,Urology  clinics,Berlin, Germany,4.1,-17,Bölschestraße 62,· +49 30 84599450,Closed,http://www.mikrotese.de/,⋅ Opens 1 PM Mon
Dr.med. Sibylle Eichler,· Urologist,Urology  clinics,Berlin, Germany,3.4,-25,Brunnenstraße 160,· +49 30 44734080,Closed,http://urologie-brunnenstrasse.de/,⋅ Opens 2 PM Mon
Dr. med. Andreas Lepke,· Urologist,Urology  clinics,Berlin, Germany,3.9,-48,Skalitzer Str. 134,· +49 30 6169580,Closed,,⋅ Opens 8:30 AM Mon
Dr. Elke Heßdörfer,· Urology clinic,Urology  clinics,Berlin, Germany,3,-40,Reichsstraße 1,· +49 30 46601717,Closed,http://www.blasenzentrum.de/,⋅ Opens 2 PM Mon
Dr.Hasan Igde,· Urologist,Urology  clinics,Berlin, Germany,3,-66,Bergmannstraße 5,· +49 30 69819390,Closed,,⋅ Opens 9 AM Mon
Frau Jacqueline Herholz,· Urologist,Urology  clinics,Berlin, Germany,4.7,-12,Elsenstraße 1,· +49 30 5348601,Closed,http://www.urologie-in-treptow.de/,⋅ Opens 8 AM Mon
Dr. med. Khaled Othman,· Urologist,Urology  clinics,Berlin, Germany,4.5,-100,Adamstraße 3,· +49 30 3610090,Closed,http://www.urologie-spandau.de/,⋅ Opens 9 AM Mon
